composition	day	replicate	concentration (ppb)	8 (cells/ml)	10 (cells/ml)	17 (cells/ml)	18 (cells/ml)	E18 (cells/ml)	23 ( cells/ml)	31 (cells/ml)	32 (cells/ml)	NO3- (mg/l)	PO43- (mg/l)	Si (mg/l)	Atrazine (ppb)
10/18	7	2	25	0	3273	0	331	0	0	0	0	NA	NA	NA	NA
10/18	7	3	25	0	4346	0	111	0	0	0	0	NA	NA	NA	NA
10/18	7	1	250	0	193	0	56	0	0	0	0	NA	NA	NA	NA
10/18	7	2	250	0	138	0	234	0	0	0	0	NA	NA	NA	NA
10/18	7	3	250	0	138	0	56	0	0	0	0	NA	NA	NA	NA
31/32	7	1	0	0	0	0	0	0	0	771	6106	NA	0.223	NA	NA
31/32	7	2	0	0	0	0	0	0	0	661	4401	NA	NA	NA	NA
31/32	7	3	0	0	0	0	0	0	0	606	7812	NA	NA	NA	NA
31/32	7	1	25	0	0	0	0	0	0	2421	6436	NA	NA	NA	NA
31/32	7	2	25	0	0	0	0	0	0	2091	8087	NA	NA	NA	NA
31/32	7	3	25	0	0	0	0	0	0	3081	10507	NA	NA	NA	NA
31/32	7	1	250	0	0	0	0	0	0	496	221	NA	NA	NA	NA
31/32	7	2	250	0	0	0	0	0	0	826	936	NA	NA	NA	NA
31/32	7	3	250	0	0	0	0	0	0	551	276	NA	NA	NA	NA
8/31	7	1	0	991	0	0	0	0	0	936	0	36.44	1.0937	NA	NA
8/31	7	2	0	496	0	0	0	0	0	578	0	NA	NA	NA	NA
8/31	7	3	0	1128	0	0	0	0	0	578	0	NA	NA	NA	NA
8/31	7	1	25	1018	0	0	0	0	0	2806	0	NA	NA	NA	NA
8/31	7	2	25	1073	0	0	0	0	0	2091	0	NA	NA	NA	NA
8/31	7	3	25	688	0	0	0	0	0	3549	0	NA	NA	NA	NA
8/31	7	1	250	124	0	0	0	0	0	56	0	NA	NA	NA	NA
8/31	7	2	250	97	0	0	0	0	0	317	0	NA	NA	NA	NA
8/31	7	3	250	193	0	0	0	0	0	248	0	NA	NA	NA	NA
18/31	7	1	0	0	0	0	716	0	0	7042	0	49.51	1.7946	NA	NA
18/31	7	2	0	0	0	0	963	0	0	5721	0	NA	NA	NA	NA
18/31	7	3	0	0	0	0	331	0	0	4731	0	NA	NA	NA	NA
18/31	7	1	25	0	0	0	1678	0	0	3576	0	NA	NA	NA	NA
18/31	7	2	25	0	0	0	523	0	0	3549	0	NA	NA	NA	NA
18/31	7	3	25	0	0	0	826	0	0	6684	0	NA	NA	NA	NA
18/31	7	1	250	0	0	0	166	0	0	386	0	NA	NA	NA	NA
18/31	7	2	250	0	0	0	111	0	0	221	0	NA	NA	NA	NA
18/31	7	3	250	0	0	0	83	0	0	331	0	NA	NA	NA	NA
17/E18	7	1	0	0	0	7262	0	1183	0	0	0	35.59	1.3564	NA	NA
17/E18	7	2	0	0	0	7372	0	1926	0	0	0	NA	NA	NA	NA
17/E18	7	3	0	0	0	16503	0	2778	0	0	0	NA	NA	NA	NA
17/E18	7	1	25	0	0	13863	0	1898	0	0	0	NA	NA	NA	NA
17/E18	7	2	25	0	0	11910	0	1651	0	0	0	NA	NA	NA	NA
17/E18	7	3	25	0	0	11635	0	1403	0	0	0	NA	NA	NA	NA
17/E18	7	1	250	0	0	4374	0	1376	0	0	0	NA	NA	NA	NA
17/E18	7	2	250	0	0	4346	0	743	0	0	0	NA	NA	NA	NA
17/E18	7	3	250	0	0	3494	0	386	0	0	0	NA	NA	NA	NA
E18/23	7	1	0	0	0	0	0	496	7207	0	0	36.44	1.1838	NA	NA
E18/23	7	2	0	0	0	0	0	936	10672	0	0	NA	NA	NA	NA
E18/23	7	3	0	0	0	0	0	2311	14138	0	0	NA	NA	NA	NA
E18/23	7	1	25	0	0	0	0	826	7537	0	0	NA	NA	NA	NA
E18/23	7	2	25	0	0	0	0	991	9902	0	0	NA	NA	NA	NA
E18/23	7	3	25	0	0	0	0	1156	9957	0	0	NA	NA	NA	NA
E18/23	7	1	250	0	0	0	0	963	2008	0	0	NA	NA	NA	NA
E18/23	7	2	250	0	0	0	0	743	2201	0	0	NA	NA	NA	NA
E18/23	7	3	250	0	0	0	0	963	3714	0	0	NA	NA	NA	NA
18/23	7	1	0	0	0	0	386	0	6877	0	0	43.28	#VERW!	NA	NA
18/23	7	2	0	0	0	0	221	0	7317	0	0	NA	NA	NA	NA
18/23	7	3	0	0	0	0	56	0	6326	0	0	NA	NA	NA	NA
18/23	7	1	25	0	0	0	1018	0	7729	0	0	NA	NA	NA	NA
18/23	7	2	25	0	0	0	523	0	7977	0	0	NA	NA	NA	NA
18/23	7	3	25	0	0	0	578	0	8087	0	0	NA	NA	NA	NA
18/23	7	1	250	0	0	0	28	0	2366	0	0	NA	NA	NA	NA
18/23	7	2	250	0	0	0	83	0	2723	0	0	NA	NA	NA	NA
18/23	7	3	250	0	0	0	28	0	2393	0	0	NA	NA	NA	NA
17/32	7	1	0	0	0	14963	0	0	0	0	6106	33.16	0.5972	NA	NA
17/32	7	2	0	0	0	11112	0	0	0	0	8087	NA	NA	NA	NA
17/32	7	3	0	0	0	17768	0	0	0	0	15843	NA	NA	NA	NA
17/32	7	1	25	0	0	13863	0	0	0	0	4676	NA	NA	NA	NA
17/32	7	2	25	0	0	19198	0	0	0	0	4401	NA	NA	NA	NA
17/32	7	3	25	0	0	17218	0	0	0	0	6106	NA	NA	NA	NA
17/32	7	1	250	0	0	10012	0	0	0	0	1156	NA	NA	NA	NA
17/32	7	2	250	0	0	6381	0	0	0	0	1156	NA	NA	NA	NA
17/32	7	3	250	0	0	4456	0	0	0	0	331	NA	NA	NA	NA
10/E18	7	1	0	0	2558	0	0	606	0	0	0	36.6	0.9582	NA	NA
10/E18	7	2	0	0	2943	0	0	578	0	0	0	NA	NA	NA	NA
10/E18	7	3	0	0	3521	0	0	1513	0	0	0	NA	NA	NA	NA
10/E18	7	1	25	0	3576	0	0	1018	0	0	0	NA	NA	NA	NA
10/E18	7	2	25	0	3191	0	0	1458	0	0	0	NA	NA	NA	NA
10/E18	7	3	25	0	5006	0	0	1981	0	0	0	NA	NA	NA	NA
10/E18	7	1	250	0	221	0	0	1788	0	0	0	NA	NA	NA	NA
10/E18	7	2	250	0	276	0	0	1623	0	0	0	NA	NA	NA	NA
10/E18	7	3	250	0	991	0	0	2256	0	0	0	NA	NA	NA	NA
8/17	21	1	0	248	0	13973	0	0	0	0	0	33.64	1.5133	0.05	NA
8/17	21	2	0	523	0	11607	0	0	0	0	0	NA	NA	NA	NA
8/17	21	3	0	386	0	7179	0	0	0	0	0	NA	NA	NA	NA
8/17	21	1	25	1018	0	11992	0	0	0	0	0	NA	NA	NA	NA
8/17	21	2	25	468	0	15183	0	0	0	0	0	NA	NA	NA	NA
8/17	21	3	25	413	0	14358	0	0	0	0	0	NA	NA	NA	NA
8/17	21	1	250	166	0	5749	0	0	0	0	0	NA	NA	NA	NA
8/17	21	2	250	386	0	4566	0	0	0	0	0	NA	NA	NA	NA
8/17	21	3	250	221	0	6244	0	0	0	0	0	NA	NA	NA	NA
10/18	21	1	0	0	4951	0	2723	0	0	0	0	13.97	0.1235	0.33	NA
10/18	21	2	0	0	5941	0	2833	0	0	0	0	NA	NA	NA	NA
10/18	21	3	0	0	7702	0	3439	0	0	0	0	NA	NA	NA	NA
10/18	21	1	25	0	8582	0	5364	0	0	0	0	NA	NA	NA	NA
10/18	21	2	25	0	10232	0	3246	0	0	0	0	NA	NA	NA	NA
10/18	21	3	25	0	9297	0	3631	0	0	0	0	NA	NA	NA	NA
10/18	21	1	250	0	138	0	28	0	0	0	0	NA	NA	NA	NA
10/18	21	2	250	0	83	0	111	0	0	0	0	NA	NA	NA	NA
10/18	21	3	250	0	56	0	111	0	0	0	0	NA	NA	NA	NA
31/32	21	1	0	0	0	0	0	0	0	1	27670	1.38	0.3465	6.02	NA
31/32	21	2	0	0	0	0	0	0	0	1	24094	NA	NA	NA	NA
31/32	21	3	0	0	0	0	0	0	0	1	31410	NA	NA	NA	NA
31/32	21	1	25	0	0	0	0	0	0	1	28110	NA	NA	NA	NA
31/32	21	2	25	0	0	0	0	0	0	1	21344	NA	NA	NA	NA
31/32	21	3	25	0	0	0	0	0	0	1	21454	NA	NA	NA	NA
31/32	21	1	250	0	0	0	0	0	0	2366	111	NA	NA	NA	NA
31/32	21	2	250	0	0	0	0	0	0	4209	276	NA	NA	NA	NA
31/32	21	3	250	0	0	0	0	0	0	2558	111	NA	NA	NA	NA
8/31	21	1	0	1458	0	0	0	0	0	1596	0	33.36	0.1632	0.07	NA
8/31	21	2	0	1486	0	0	0	0	0	56	0	NA	NA	NA	NA
8/31	21	3	0	1486	0	0	0	0	0	111	0	NA	NA	NA	NA
8/31	21	1	25	1431	0	0	0	0	0	1651	0	NA	NA	NA	NA
8/31	21	2	25	1128	0	0	0	0	0	4291	0	NA	NA	NA	NA
8/31	21	3	25	1293	0	0	0	0	0	4126	0	NA	NA	NA	NA
8/31	21	1	250	221	0	0	0	0	0	276	0	NA	NA	NA	NA
8/31	21	2	250	798	0	0	0	0	0	56	0	NA	NA	NA	NA
8/31	21	3	250	578	0	0	0	0	0	28	0	NA	NA	NA	NA
18/31	21	1	0	0	0	0	2558	0	0	138	0	14.66	0.08	0.51	NA
18/31	21	2	0	0	0	0	2998	0	0	111	0	NA	NA	NA	NA
18/31	21	3	0	0	0	0	3191	0	0	111	0	NA	NA	NA	NA
18/31	21	1	25	0	0	0	1926	0	0	3411	0	NA	NA	NA	NA
18/31	21	2	25	0	0	0	2806	0	0	4924	0	NA	NA	NA	NA
18/31	21	3	25	0	0	0	3961	0	0	6381	0	NA	NA	NA	NA
18/31	21	1	250	0	0	0	1	0	0	1431	0	NA	NA	NA	NA
18/31	21	2	250	0	0	0	56	0	0	1348	0	NA	NA	NA	NA
18/31	21	3	250	0	0	0	28	0	0	633	0	NA	NA	NA	NA
17/E18	21	1	0	0	0	14083	0	1541	0	0	0	30.89	0.722	0.04	NA
17/E18	21	2	0	0	0	14908	0	1211	0	0	0	NA	NA	NA	NA
17/E18	21	3	0	0	0	13202	0	1871	0	0	0	NA	NA	NA	NA
17/E18	21	1	25	0	0	11222	0	1211	0	0	0	NA	NA	NA	NA
17/E18	21	2	25	0	0	12102	0	441	0	0	0	NA	NA	NA	NA
17/E18	21	3	25	0	0	14963	0	1156	0	0	0	NA	NA	NA	NA
17/E18	21	1	250	0	0	10947	0	221	0	0	0	NA	NA	NA	NA
17/E18	21	2	250	0	0	7812	0	386	0	0	0	NA	NA	NA	NA
17/E18	21	3	250	0	0	11002	0	661	0	0	0	NA	NA	NA	NA
E18/23	21	1	0	0	0	0	0	1101	23379	0	0	31.21	1.478	0.11	NA
E18/23	21	2	0	0	0	0	0	1156	28660	0	0	NA	NA	NA	NA
E18/23	21	3	0	0	0	0	0	936	30970	0	0	NA	NA	NA	NA
E18/23	21	1	25	0	0	0	0	441	24094	0	0	NA	NA	NA	NA
E18/23	21	2	25	0	0	0	0	166	21564	0	0	NA	NA	NA	NA
E18/23	21	3	25	0	0	0	0	331	25249	0	0	NA	NA	NA	NA
E18/23	21	1	250	0	0	0	0	798	3494	0	0	NA	NA	NA	NA
E18/23	21	2	250	0	0	0	0	1018	3549	0	0	NA	NA	NA	NA
E18/23	21	3	250	0	0	0	0	468	2888	0	0	NA	NA	NA	NA
18/23	21	1	0	0	0	0	386	0	24314	0	0	25.95	0.4971	0.01	NA
18/23	21	2	0	0	0	0	441	0	24204	0	0	NA	NA	NA	NA
18/23	21	3	0	0	0	0	496	0	20189	0	0	NA	NA	NA	NA
18/23	21	1	25	0	0	0	633	0	22554	0	0	NA	NA	NA	NA
18/23	21	2	25	0	0	0	1101	0	21234	0	0	NA	NA	NA	NA
18/23	21	3	25	0	0	0	523	0	17988	0	0	NA	NA	NA	NA
18/23	21	1	250	0	0	0	1	0	7454	0	0	NA	NA	NA	NA
18/23	21	2	250	0	0	0	28	0	3796	0	0	NA	NA	NA	NA
18/23	21	3	250	0	0	0	28	0	4016	0	0	NA	NA	NA	NA
17/32	21	1	0	0	0	31172	0	0	0	0	15403	2.15	0.3421	0.38	NA
17/32	21	2	0	0	0	32639	0	0	0	0	15311	NA	NA	NA	NA
17/32	21	3	0	0	0	29613	0	0	0	0	12652	NA	NA	NA	NA
17/32	21	1	25	0	0	25579	0	0	0	0	8252	NA	NA	NA	NA
17/32	21	2	25	0	0	32180	0	0	0	0	5776	NA	NA	NA	NA
17/32	21	3	25	0	0	36673	0	0	0	0	9627	NA	NA	NA	NA
17/32	21	1	250	0	0	18703	0	0	0	0	276	NA	NA	NA	NA
17/32	21	2	250	0	0	21362	0	0	0	0	92	NA	NA	NA	NA
17/32	21	3	250	0	0	17603	0	0	0	0	92	NA	NA	NA	NA
10/E18	21	1	0	0	10617	0	0	5941	0	0	0	4.82	0.2085	0.09	NA
10/E18	21	2	0	0	15843	0	0	2421	0	0	0	NA	NA	NA	NA
10/E18	21	3	0	0	13753	0	0	2696	0	0	0	NA	NA	NA	NA
10/E18	21	1	25	0	16503	0	0	6546	0	0	0	NA	NA	NA	NA
10/E18	21	2	25	0	10122	0	0	4456	0	0	0	NA	NA	NA	NA
10/E18	21	3	25	0	12487	0	0	3906	0	0	0	NA	NA	NA	NA
10/E18	21	1	250	0	83	0	0	826	0	0	0	NA	NA	NA	NA
10/E18	21	2	250	0	138	0	0	963	0	0	0	NA	NA	NA	NA
10/E18	21	3	250	0	28	0	0	1981	0	0	0	NA	NA	NA	NA
8/10/18/32	7	1	0	344	10315	0	516	0	0	0	9971	24.14	0.2898	NA	NA
8/10/18/32	7	2	0	344	5329	0	172	0	0	0	11690	NA	NA	NA	NA
8/10/18/32	7	3	0	344	4470	0	172	0	0	0	9799	NA	NA	NA	NA
8/10/18/32	7	1	25	344	6705	0	1	0	0	0	12034	NA	NA	NA	NA
8/10/18/32	7	2	25	344	5158	0	172	0	0	0	16331	NA	NA	NA	NA
8/10/18/32	7	3	25	344	2407	0	172	0	0	0	15472	NA	NA	NA	NA
8/10/18/32	7	1	250	35	69	0	1	0	0	0	104	NA	NA	NA	NA
8/10/18/32	7	2	250	1	104	0	1	0	0	0	413	NA	NA	NA	NA
8/10/18/32	7	3	250	1	138	0	1	0	0	0	104	NA	NA	NA	NA
10/18/E18/23	7	1	0	0	193	0	1	441	14633	0	0	30.4	0.9425	NA	NA
10/18/E18/23	7	2	0	0	496	0	1	523	14248	0	0	NA	NA	NA	NA
10/18/E18/23	7	3	0	0	743	0	28	303	15540	0	0	NA	NA	NA	NA
10/18/E18/23	7	1	25	0	331	0	28	798	17136	0	0	NA	NA	NA	NA
10/18/E18/23	7	2	25	0	358	0	83	523	18676	0	0	NA	NA	NA	NA
10/18/E18/23	7	3	25	0	413	0	28	331	16668	0	0	NA	NA	NA	NA
10/18/E18/23	7	1	250	0	28	0	28	936	3108	0	0	NA	NA	NA	NA
10/18/E18/23	7	2	250	0	248	0	1	661	2806	0	0	NA	NA	NA	NA
10/18/E18/23	7	3	250	0	28	0	1	688	1403	0	0	NA	NA	NA	NA
17/18/E18/32	7	1	0	0	0	14660	1	826	0	0	4319	36.88	1.5278	NA	NA
17/18/E18/32	7	2	0	0	0	9572	1	578	0	0	3631	NA	NA	NA	NA
17/18/E18/32	7	3	0	0	0	11800	83	936	0	0	5584	NA	NA	NA	NA
17/18/E18/32	7	1	25	0	0	14825	56	1238	0	0	4814	NA	NA	NA	NA
17/18/E18/32	7	2	25	0	0	11470	83	496	0	0	6849	NA	NA	NA	NA
17/18/E18/32	7	3	25	0	0	8719	1	441	0	0	2393	NA	NA	NA	NA
17/18/E18/32	7	1	250	0	0	1761	1	468	0	0	138	NA	NA	NA	NA
17/18/E18/32	7	2	250	0	0	1458	28	303	0	0	276	NA	NA	NA	NA
17/18/E18/32	7	3	250	0	0	2283	1	303	0	0	193	NA	NA	NA	NA
23	14	1	0	0	0	0	0	0	28674	0	0	31.01	1.4244	0.37	NA
23	14	2	0	0	0	0	0	0	24410	0	0	NA	NA	NA	NA
23	14	3	0	0	0	0	0	0	25923	0	0	NA	NA	NA	NA
23	14	1	25	0	0	0	0	0	22623	0	0	NA	NA	NA	NA
23	14	2	25	0	0	0	0	0	13065	0	0	NA	NA	NA	NA
23	14	3	25	0	0	0	0	0	13478	0	0	NA	NA	NA	NA
23	14	1	250	0	0	0	0	0	4264	0	0	NA	NA	NA	NA
23	14	2	250	0	0	0	0	0	5226	0	0	NA	NA	NA	NA
23	14	3	250	0	0	0	0	0	4896	0	0	NA	NA	NA	NA
32	14	1	0	0	0	0	0	0	0	0	49508	0.1197	4.74	7.47	NA
32	14	2	0	0	0	0	0	0	0	0	34931	NA	NA	NA	NA
32	14	3	0	0	0	0	0	0	0	0	33418	NA	NA	NA	NA
32	14	1	25	0	0	0	0	0	0	0	29292	NA	NA	NA	NA
32	14	2	25	0	0	0	0	0	0	0	27917	NA	NA	NA	NA
32	14	3	25	0	0	0	0	0	0	0	25029	NA	NA	NA	NA
32	14	1	250	0	0	0	0	0	0	0	221	NA	NA	NA	NA
32	14	2	250	0	0	0	0	0	0	0	294	NA	NA	NA	NA
32	14	3	250	0	0	0	0	0	0	0	477	NA	NA	NA	NA
31	14	1	0	0	0	0	0	0	0	4951	0	48.22	2.2523	8.88	NA
31	14	2	0	0	0	0	0	0	0	6712	0	NA	NA	NA	NA
31	14	3	0	0	0	0	0	0	0	4401	0	NA	NA	NA	NA
31	14	1	25	0	0	0	0	0	0	11057	0	NA	NA	NA	NA
31	14	2	25	0	0	0	0	0	0	10122	0	NA	NA	NA	NA
31	14	3	25	0	0	0	0	0	0	11057	0	NA	NA	NA	NA
31	14	1	250	0	0	0	0	0	0	2091	0	NA	NA	NA	NA
31	14	2	250	0	0	0	0	0	0	1596	0	NA	NA	NA	NA
31	14	3	250	0	0	0	0	0	0	1293	0	NA	NA	NA	NA
17	14	1	0	0	0	27285	0	0	0	0	0	70.89	1.6922	3.1	NA
17	14	2	0	0	0	29925	0	0	0	0	0	NA	NA	NA	NA
17	14	3	0	0	0	29375	0	0	0	0	0	NA	NA	NA	NA
17	14	1	25	0	0	22004	0	0	0	0	0	NA	NA	NA	NA
17	14	2	25	0	0	18868	0	0	0	0	0	NA	NA	NA	NA
17	14	3	25	0	0	28605	0	0	0	0	0	NA	NA	NA	NA
17	14	1	250	0	0	10947	0	0	0	0	0	NA	NA	NA	NA
17	14	2	250	0	0	10342	0	0	0	0	0	NA	NA	NA	NA
17	14	3	250	0	0	14853	0	0	0	0	0	NA	NA	NA	NA
10	14	1	0	0	10342	0	0	0	0	0	0	33.56	1.4068	2.5	NA
10	14	2	0	0	10562	0	0	0	0	0	0	NA	NA	NA	NA
10	14	3	0	0	7152	0	0	0	0	0	0	NA	NA	NA	NA
10	14	1	25	0	10287	0	0	0	0	0	0	NA	NA	NA	NA
10	14	2	25	0	12432	0	0	0	0	0	0	NA	NA	NA	NA
10	14	3	25	0	15073	0	0	0	0	0	0	NA	NA	NA	NA
10	14	1	250	0	83	0	0	0	0	0	0	NA	NA	NA	NA
10	14	2	250	0	69	0	0	0	0	0	0	NA	NA	NA	NA
10	14	3	250	0	49	0	0	0	0	0	0	NA	NA	NA	NA
18	14	1	0	0	0	0	991	0	0	0	0	33.56	0.1783	1.58	NA
18	14	2	0	0	0	0	853	0	0	0	0	NA	NA	NA	NA
18	14	3	0	0	0	0	963	0	0	0	0	NA	NA	NA	NA
18	14	1	25	0	0	0	771	0	0	0	0	NA	NA	NA	NA
18	14	2	25	0	0	0	661	0	0	0	0	NA	NA	NA	NA
18	14	3	25	0	0	0	688	0	0	0	0	NA	NA	NA	NA
18	14	1	250	0	0	0	76	0	0	0	0	NA	NA	NA	NA
18	14	2	250	0	0	0	42	0	0	0	0	NA	NA	NA	NA
18	14	3	250	0	0	0	35	0	0	0	0	NA	NA	NA	NA
E18	14	1	0	0	0	0	0	2366	0	0	0	38.58	1.6594	9.44	NA
E18	14	2	0	0	0	0	0	3521	0	0	0	NA	NA	NA	NA
E18	14	3	0	0	0	0	0	3108	0	0	0	NA	NA	NA	NA
E18	14	1	25	0	0	0	0	3081	0	0	0	NA	NA	NA	NA
E18	14	2	25	0	0	0	0	2173	0	0	0	NA	NA	NA	NA
E18	14	3	25	0	0	0	0	2476	0	0	0	NA	NA	NA	NA
E18	14	1	250	0	0	0	0	1596	0	0	0	NA	NA	NA	NA
E18	14	2	250	0	0	0	0	1238	0	0	0	NA	NA	NA	NA
E18	14	3	250	0	0	0	0	1073	0	0	0	NA	NA	NA	NA
8	14	1	0	991	0	0	0	0	0	0	0	37.69	0.0655	0.89	NA
8	14	2	0	853	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	3	0	963	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	1	25	771	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	2	25	661	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	3	25	688	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	1	250	303	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	2	250	166	0	0	0	0	0	0	0	NA	NA	NA	NA
8	14	3	250	138	0	0	0	0	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	1	0	0	523	15925	606	1128	0	0	0	33.93	1.1624	NA	NA
10/17/18/E18	7	2	0	0	1101	10975	853	1513	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	3	0	0	496	10205	743	963	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	1	25	0	496	8444	276	633	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	2	25	0	221	6767	468	441	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	3	25	0	303	6656	743	661	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	1	250	0	56	1981	138	331	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	2	250	0	166	2338	166	413	0	0	0	NA	NA	NA	NA
10/17/18/E18	7	3	250	0	83	2036	83	303	0	0	0	NA	NA	NA	NA
8/10/17/23	7	1	0	28	83	5831	0	0	15568	0	0	30.73	1.5441	NA	NA
8/10/17/23	7	2	0	83	193	6712	0	0	13037	0	0	NA	NA	NA	NA
8/10/17/23	7	3	0	111	221	4951	0	0	15183	0	0	NA	NA	NA	NA
8/10/17/23	7	1	25	28	166	5226	0	0	11937	0	0	NA	NA	NA	NA
8/10/17/23	7	2	25	28	248	6381	0	0	15898	0	0	NA	NA	NA	NA
8/10/17/23	7	3	25	56	303	6326	0	0	13973	0	0	NA	NA	NA	NA
8/10/17/23	7	1	250	1	28	2063	0	0	3191	0	0	NA	NA	NA	NA
8/10/17/23	7	2	250	28	56	2393	0	0	3906	0	0	NA	NA	NA	NA
8/10/17/23	7	3	250	1	56	991	0	0	2806	0	0	NA	NA	NA	NA
17/E18/31/32	7	1	0	0	0	12446	0	963	0	69	2682	35.71	0.9255	NA	NA
17/E18/31/32	7	2	0	0	0	15128	0	1651	0	207	3920	NA	NA	NA	NA
17/E18/31/32	7	3	0	0	0	16228	0	688	0	69	2957	NA	NA	NA	NA
17/E18/31/32	7	1	25	0	0	13684	0	757	0	207	2613	NA	NA	NA	NA
17/E18/31/32	7	2	25	0	0	10658	0	482	0	69	2545	NA	NA	NA	NA
17/E18/31/32	7	3	25	0	0	15884	0	1238	0	207	2820	NA	NA	NA	NA
17/E18/31/32	7	1	250	0	0	2091	0	413	0	28	523	NA	NA	NA	NA
17/E18/31/32	7	2	250	0	0	2421	0	551	0	111	716	NA	NA	NA	NA
17/E18/31/32	7	3	250	0	0	3301	0	276	0	193	853	NA	NA	NA	NA
10/17/18/31	7	1	0	0	1623	16448	1	0	0	193	0	40.65	2.0563	NA	NA
10/17/18/31	7	2	0	0	1458	12377	56	0	0	303	0	NA	NA	NA	NA
10/17/18/31	7	3	0	0	551	10342	1	0	0	56	0	NA	NA	NA	NA
10/17/18/31	7	1	25	0	413	10947	28	0	0	303	0	NA	NA	NA	NA
10/17/18/31	7	2	25	0	551	14193	28	0	0	111	0	NA	NA	NA	NA
10/17/18/31	7	3	25	0	798	22004	56	0	0	633	0	NA	NA	NA	NA
10/17/18/31	7	1	250	0	248	1816	1	0	0	28	0	NA	NA	NA	NA
10/17/18/31	7	2	250	0	111	2146	1	0	0	28	0	NA	NA	NA	NA
10/17/18/31	7	3	250	0	193	1156	1	0	0	28	0	NA	NA	NA	NA
8/E18/23/32	7	1	0	111	0	0	0	221	12707	0	2476	39.31	0.7598	NA	NA
8/E18/23/32	7	2	0	56	0	0	0	551	10947	0	4456	NA	NA	NA	NA
8/E18/23/32	7	3	0	56	0	0	0	551	15403	0	3521	NA	NA	NA	NA
8/E18/23/32	7	1	25	111	0	0	0	716	9407	0	3631	NA	NA	NA	NA
8/E18/23/32	7	2	25	221	0	0	0	991	8417	0	3741	NA	NA	NA	NA
8/E18/23/32	7	3	25	56	0	0	0	606	11882	0	3631	NA	NA	NA	NA
8/E18/23/32	7	1	250	56	0	0	0	496	2063	0	496	NA	NA	NA	NA
8/E18/23/32	7	2	250	28	0	0	0	331	2228	0	441	NA	NA	NA	NA
8/E18/23/32	7	3	250	56	0	0	0	441	3521	0	221	NA	NA	NA	NA
8/17/E18/23	7	1	0	111	0	14798	0	1101	10947	0	0	33.68	1.4912	NA	NA
8/17/E18/23	7	2	0	111	0	12432	0	771	13092	0	0	NA	NA	NA	NA
8/17/E18/23	7	3	0	56	0	11662	0	936	10177	0	0	NA	NA	NA	NA
8/17/E18/23	7	1	25	166	0	14083	0	331	9682	0	0	NA	NA	NA	NA
8/17/E18/23	7	2	25	56	0	17218	0	1101	12322	0	0	NA	NA	NA	NA
8/17/E18/23	7	3	25	166	0	15953	0	991	14743	0	0	NA	NA	NA	NA
8/17/E18/23	7	1	250	83	0	908	0	441	1953	0	0	NA	NA	NA	NA
8/17/E18/23	7	2	250	28	0	248	0	248	1541	0	0	NA	NA	NA	NA
8/17/E18/23	7	3	250	56	0	221	0	358	881	0	0	NA	NA	NA	NA
8/10/18/31	7	1	0	248	1926	0	1	0	0	2393	0	34.86	1.7086	NA	NA
8/10/18/31	7	2	0	358	2228	0	56	0	0	1321	0	NA	NA	NA	NA
8/10/18/31	7	3	0	248	3163	0	56	0	0	1238	0	NA	NA	NA	NA
8/10/18/31	7	1	25	276	3714	0	56	0	0	1211	0	NA	NA	NA	NA
8/10/18/31	7	2	25	441	2503	0	111	0	0	1431	0	NA	NA	NA	NA
8/10/18/31	7	3	25	331	2558	0	111	0	0	826	0	NA	NA	NA	NA
8/10/18/31	7	1	250	1	138	0	1	0	0	111	0	NA	NA	NA	NA
8/10/18/31	7	2	250	56	138	0	1	0	0	166	0	NA	NA	NA	NA
8/10/18/31	7	3	250	28	138	0	1	0	0	221	0	NA	NA	NA	NA
32	21	1	0	0	0	0	0	0	0	0	56384	1.78	0.2192	3.85	NA
32	21	2	0	0	0	0	0	0	0	0	53359	NA	NA	NA	NA
32	21	3	0	0	0	0	0	0	0	0	42907	NA	NA	NA	NA
32	21	1	25	0	0	0	0	0	0	0	49783	NA	NA	NA	NA
32	21	2	25	0	0	0	0	0	0	0	52533	NA	NA	NA	NA
32	21	3	25	0	0	0	0	0	0	0	55146	NA	NA	NA	NA
32	21	1	250	0	0	0	0	0	0	0	1596	NA	NA	NA	NA
32	21	2	250	0	0	0	0	0	0	0	2063	NA	NA	NA	NA
32	21	3	250	0	0	0	0	0	0	0	1788	NA	NA	NA	NA
E18	21	1	0	0	0	0	0	2118	0	0	0	52.11	2.5326	12.11	NA
E18	21	2	0	0	0	0	0	3081	0	0	0	NA	NA	NA	NA
E18	21	3	0	0	0	0	0	3273	0	0	0	NA	NA	NA	NA
E18	21	1	25	0	0	0	0	2393	0	0	0	NA	NA	NA	NA
